FuncionarioChave;Data;DiaSemana;Codigo;Fonte;Observacao
PDBP;2026-10-06;TER;B;STD_2026;
PDEK;2026-10-06;TER;B;STD_2026;
URUG;2026-10-06;TER;B;STD_2026;
WV8V;2026-10-06;TER;B;STD_2026;
FVU9;2026-10-06;TER;B;STD_2026;
MCW5;2026-10-06;TER;B;STD_2026;
YR1R;2026-10-06;TER;B;STD_2026;
XDDH;2026-10-06;TER;B;STD_2026;
A1QB;2026-10-06;TER;B;STD_2026;
URVX;2026-10-06;TER;B;STD_2026;
U4XE;2026-10-07;QUA;SGP;STD_2026;
TFBN;2026-10-07;QUA;SGP;STD_2026;
U4OB;2026-10-07;QUA;SGP;STD_2026;
CX1A;2026-10-07;QUA;SGP;STD_2026;
U3PE;2026-10-07;QUA;SGP;STD_2026;
URGU;2026-10-07;QUA;F;STD_2026;
JMU9;2026-10-07;QUA;SGP;STD_2026;
CXLT;2026-10-07;QUA;SGP;STD_2026;
WVY4;2026-10-07;QUA;B;STD_2026;
FRCF;2026-10-07;QUA;B;STD_2026;
YT3I;2026-10-07;QUA;B;STD_2026;
NVBN;2026-10-07;QUA;B;STD_2026;
YRAJ;2026-10-07;QUA;SGP;STD_2026;
NSAZ;2026-10-07;QUA;B;STD_2026;
FRD9;2026-10-07;QUA;B;STD_2026;
MG0B;2026-10-07;QUA;B;STD_2026;
WV8P;2026-10-07;QUA;B;STD_2026;
KB1O;2026-10-07;QUA;SGP;STD_2026;
FW8J;2026-10-07;QUA;F;STD_2026;
GMBD;2026-10-07;QUA;B;STD_2026;
URFB;2026-10-07;QUA;B;STD_2026;
KAZZ;2026-10-07;QUA;B;STD_2026;
LDKC;2026-10-07;QUA;B;STD_2026;
RLG3;2026-10-07;QUA;B;STD_2026;
E8FU;2026-10-07;QUA;B;STD_2026;
MAEV;2026-10-07;QUA;B;STD_2026;
NVR7;2026-10-07;QUA;SGP;STD_2026;
F9SG;2026-10-07;QUA;B;STD_2026;
F8ML;2026-10-07;QUA;B;STD_2026;
URJ1;2026-10-07;QUA;B;STD_2026;
L1MJ;2026-10-07;QUA;SGP;STD_2026;
WUYB;2026-10-07;QUA;B;STD_2026;
MOP3;2026-10-07;QUA;B;STD_2026;
MABJ;2026-10-07;QUA;B;STD_2026;
LPLK;2026-10-07;QUA;B;STD_2026;
PDSO;2026-10-07;QUA;B;STD_2026;
EKID;2026-10-07;QUA;B;STD_2026;
B2NK;2026-10-07;QUA;B;STD_2026;
PD0U;2026-10-07;QUA;B;STD_2026;
WV48;2026-10-07;QUA;B;STD_2026;
KEFZ;2026-10-07;QUA;B;STD_2026;
B25O;2026-10-07;QUA;B;STD_2026;
WMFR;2026-10-07;QUA;SGP;STD_2026;
PL7B;2026-10-07;QUA;B;STD_2026;
URP3;2026-10-07;QUA;SGP;STD_2026;
PDBP;2026-10-07;QUA;B;STD_2026;
PDEK;2026-10-07;QUA;B;STD_2026;
URUG;2026-10-07;QUA;B;STD_2026;
WV8V;2026-10-07;QUA;B;STD_2026;
FVU9;2026-10-07;QUA;B;STD_2026;
MCW5;2026-10-07;QUA;B;STD_2026;
YR1R;2026-10-07;QUA;B;STD_2026;
XDDH;2026-10-07;QUA;B;STD_2026;
A1QB;2026-10-07;QUA;B;STD_2026;
URVX;2026-10-07;QUA;B;STD_2026;
U4XE;2026-10-08;QUI;SGP;STD_2026;
TFBN;2026-10-08;QUI;SGP;STD_2026;
U4OB;2026-10-08;QUI;SGP;STD_2026;
CX1A;2026-10-08;QUI;SGP;STD_2026;
U3PE;2026-10-08;QUI;SGP;STD_2026;
URGU;2026-10-08;QUI;F;STD_2026;
JMU9;2026-10-08;QUI;SGP;STD_2026;
CXLT;2026-10-08;QUI;SGP;STD_2026;
WVY4;2026-10-08;QUI;B;STD_2026;
FRCF;2026-10-08;QUI;B;STD_2026;
YT3I;2026-10-08;QUI;B;STD_2026;
NVBN;2026-10-08;QUI;B;STD_2026;
YRAJ;2026-10-08;QUI;SGP;STD_2026;
NSAZ;2026-10-08;QUI;B;STD_2026;
FRD9;2026-10-08;QUI;B;STD_2026;
MG0B;2026-10-08;QUI;B;STD_2026;
WV8P;2026-10-08;QUI;B;STD_2026;
KB1O;2026-10-08;QUI;SGP;STD_2026;
FW8J;2026-10-08;QUI;F;STD_2026;
GMBD;2026-10-08;QUI;B;STD_2026;
URFB;2026-10-08;QUI;B;STD_2026;
KAZZ;2026-10-08;QUI;B;STD_2026;
LDKC;2026-10-08;QUI;B;STD_2026;
RLG3;2026-10-08;QUI;B;STD_2026;
E8FU;2026-10-08;QUI;B;STD_2026;
MAEV;2026-10-08;QUI;B;STD_2026;
NVR7;2026-10-08;QUI;SGP;STD_2026;
F9SG;2026-10-08;QUI;B;STD_2026;
F8ML;2026-10-08;QUI;B;STD_2026;
URJ1;2026-10-08;QUI;B;STD_2026;
L1MJ;2026-10-08;QUI;SGP;STD_2026;
WUYB;2026-10-08;QUI;B;STD_2026;
MOP3;2026-10-08;QUI;B;STD_2026;
MABJ;2026-10-08;QUI;B;STD_2026;
LPLK;2026-10-08;QUI;B;STD_2026;
PDSO;2026-10-08;QUI;B;STD_2026;
EKID;2026-10-08;QUI;B;STD_2026;
B2NK;2026-10-08;QUI;B;STD_2026;
PD0U;2026-10-08;QUI;B;STD_2026;
WV48;2026-10-08;QUI;B;STD_2026;
KEFZ;2026-10-08;QUI;B;STD_2026;
B25O;2026-10-08;QUI;B;STD_2026;
WMFR;2026-10-08;QUI;SGP;STD_2026;
PL7B;2026-10-08;QUI;B;STD_2026;
URP3;2026-10-08;QUI;SGP;STD_2026;
PDBP;2026-10-08;QUI;B;STD_2026;
PDEK;2026-10-08;QUI;B;STD_2026;
URUG;2026-10-08;QUI;B;STD_2026;
WV8V;2026-10-08;QUI;B;STD_2026;
FVU9;2026-10-08;QUI;B;STD_2026;
MCW5;2026-10-08;QUI;B;STD_2026;
YR1R;2026-10-08;QUI;B;STD_2026;
XDDH;2026-10-08;QUI;B;STD_2026;
A1QB;2026-10-08;QUI;B;STD_2026;
URVX;2026-10-08;QUI;B;STD_2026;
U4XE;2026-10-09;SEX;SGP;STD_2026;
TFBN;2026-10-09;SEX;SGP;STD_2026;
U4OB;2026-10-09;SEX;SGP;STD_2026;
CX1A;2026-10-09;SEX;SGP;STD_2026;
U3PE;2026-10-09;SEX;SGP;STD_2026;
URGU;2026-10-09;SEX;F;STD_2026;
JMU9;2026-10-09;SEX;SGP;STD_2026;
CXLT;2026-10-09;SEX;SGP;STD_2026;
WVY4;2026-10-09;SEX;B;STD_2026;
FRCF;2026-10-09;SEX;B;STD_2026;
YT3I;2026-10-09;SEX;B;STD_2026;
NVBN;2026-10-09;SEX;B;STD_2026;
YRAJ;2026-10-09;SEX;SGP;STD_2026;
NSAZ;2026-10-09;SEX;B;STD_2026;
FRD9;2026-10-09;SEX;B;STD_2026;
MG0B;2026-10-09;SEX;B;STD_2026;
WV8P;2026-10-09;SEX;B;STD_2026;
KB1O;2026-10-09;SEX;SGP;STD_2026;
FW8J;2026-10-09;SEX;F;STD_2026;
GMBD;2026-10-09;SEX;B;STD_2026;
URFB;2026-10-09;SEX;B;STD_2026;
KAZZ;2026-10-09;SEX;B;STD_2026;
LDKC;2026-10-09;SEX;B;STD_2026;
RLG3;2026-10-09;SEX;B;STD_2026;
E8FU;2026-10-09;SEX;B;STD_2026;
MAEV;2026-10-09;SEX;B;STD_2026;
NVR7;2026-10-09;SEX;SGP;STD_2026;
F9SG;2026-10-09;SEX;B;STD_2026;
F8ML;2026-10-09;SEX;B;STD_2026;
URJ1;2026-10-09;SEX;B;STD_2026;
L1MJ;2026-10-09;SEX;SGP;STD_2026;
WUYB;2026-10-09;SEX;B;STD_2026;
MOP3;2026-10-09;SEX;B;STD_2026;
MABJ;2026-10-09;SEX;B;STD_2026;
LPLK;2026-10-09;SEX;B;STD_2026;
PDSO;2026-10-09;SEX;B;STD_2026;
EKID;2026-10-09;SEX;B;STD_2026;
B2NK;2026-10-09;SEX;B;STD_2026;
PD0U;2026-10-09;SEX;B;STD_2026;
WV48;2026-10-09;SEX;B;STD_2026;
KEFZ;2026-10-09;SEX;B;STD_2026;
B25O;2026-10-09;SEX;B;STD_2026;
WMFR;2026-10-09;SEX;SGP;STD_2026;
PL7B;2026-10-09;SEX;B;STD_2026;
URP3;2026-10-09;SEX;SGP;STD_2026;
PDBP;2026-10-09;SEX;B;STD_2026;
PDEK;2026-10-09;SEX;B;STD_2026;
URUG;2026-10-09;SEX;B;STD_2026;
WV8V;2026-10-09;SEX;B;STD_2026;
FVU9;2026-10-09;SEX;B;STD_2026;
MCW5;2026-10-09;SEX;B;STD_2026;
YR1R;2026-10-09;SEX;B;STD_2026;
XDDH;2026-10-09;SEX;B;STD_2026;
A1QB;2026-10-09;SEX;B;STD_2026;
URVX;2026-10-09;SEX;B;STD_2026;
EK5H;2026-10-10;SAB;FS;STD_2026;
UPDJ;2026-10-10;SAB;FS;STD_2026;
U4XE;2026-10-10;SAB;SGP;STD_2026;
YMOF;2026-10-10;SAB;FS;STD_2026;
NSYD;2026-10-10;SAB;FS;STD_2026;
TFBN;2026-10-10;SAB;SGP;STD_2026;
U4OB;2026-10-10;SAB;SGP;STD_2026;
CX1A;2026-10-10;SAB;SGP;STD_2026;
URPQ;2026-10-10;SAB;FS;STD_2026;
BHQ1;2026-10-10;SAB;FS;STD_2026;
U3PE;2026-10-10;SAB;SGP;STD_2026;
U3PX;2026-10-10;SAB;FS;STD_2026;
BETN;2026-10-10;SAB;FS;STD_2026;
URGU;2026-10-10;SAB;FS;STD_2026;
B5QM;2026-10-10;SAB;FS;STD_2026;
JMU9;2026-10-10;SAB;SGP;STD_2026;
BH1E;2026-10-10;SAB;FS;STD_2026;
FMB1;2026-10-10;SAB;FS;STD_2026;
CXLT;2026-10-10;SAB;SGP;STD_2026;
AJP2;2026-10-10;SAB;FS;STD_2026;
D2HS;2026-10-10;SAB;FS;STD_2026;
WVY4;2026-10-10;SAB;FS;STD_2026;
FRCF;2026-10-10;SAB;FS;STD_2026;
YT3I;2026-10-10;SAB;FS;STD_2026;
NVBN;2026-10-10;SAB;FS;STD_2026;
B1S8;2026-10-10;SAB;FS;STD_2026;
YRAJ;2026-10-10;SAB;SGP;STD_2026;
MCD1;2026-10-10;SAB;FS;STD_2026;
LNIG;2026-10-10;SAB;FS;STD_2026;
SLDR;2026-10-10;SAB;FS;STD_2026;
NSAZ;2026-10-10;SAB;FS;STD_2026;
FRD9;2026-10-10;SAB;FS;STD_2026;
MG0B;2026-10-10;SAB;FS;STD_2026;
WV8P;2026-10-10;SAB;FS;STD_2026;
M37R;2026-10-10;SAB;FS;STD_2026;
NA1Y;2026-10-10;SAB;FS;STD_2026;
FRA2;2026-10-10;SAB;FS;STD_2026;
KB1O;2026-10-10;SAB;SGP;STD_2026;
UREQ;2026-10-10;SAB;FS;STD_2026;
BTKP;2026-10-10;SAB;FS;STD_2026;
FWDE;2026-10-10;SAB;FS;STD_2026;
NS0U;2026-10-10;SAB;FS;STD_2026;
RTVS;2026-10-10;SAB;FS;STD_2026;
B1WH;2026-10-10;SAB;FS;STD_2026;
F8TR;2026-10-10;SAB;FS;STD_2026;
XDZY;2026-10-10;SAB;FS;STD_2026;
U36Q;2026-10-10;SAB;FS;STD_2026;
NA2O;2026-10-10;SAB;FS;STD_2026;
K5KA;2026-10-10;SAB;FS;STD_2026;
N7G5;2026-10-10;SAB;FS;STD_2026;
F955;2026-10-10;SAB;FS;STD_2026;
F941;2026-10-10;SAB;FS;STD_2026;
NSZD;2026-10-10;SAB;FS;STD_2026;
FW5G;2026-10-10;SAB;FS;STD_2026;
FN2K;2026-10-10;SAB;FS;STD_2026;
FWEC;2026-10-10;SAB;FS;STD_2026;
CNWT;2026-10-10;SAB;FS;STD_2026;
XBWR;2026-10-10;SAB;FS;STD_2026;
FVXU;2026-10-10;SAB;FS;STD_2026;
FW0R;2026-10-10;SAB;FS;STD_2026;
WS3M;2026-10-10;SAB;FS;STD_2026;
FW3B;2026-10-10;SAB;FS;STD_2026;
RH7F;2026-10-10;SAB;FS;STD_2026;
DAGD;2026-10-10;SAB;FS;STD_2026;
FWDG;2026-10-10;SAB;FS;STD_2026;
FW8D;2026-10-10;SAB;FS;STD_2026;
AS4D;2026-10-10;SAB;FS;STD_2026;
B0X1;2026-10-10;SAB;FS;STD_2026;
NS1R;2026-10-10;SAB;FS;STD_2026;
M37H;2026-10-10;SAB;FS;STD_2026;
F08F;2026-10-10;SAB;FS;STD_2026;
F8CK;2026-10-10;SAB;FS;STD_2026;
AS4K;2026-10-10;SAB;FS;STD_2026;
RLGX;2026-10-10;SAB;FS;STD_2026;
DAJU;2026-10-10;SAB;FS;STD_2026;
FW0F;2026-10-10;SAB;FS;STD_2026;
FW4S;2026-10-10;SAB;FS;STD_2026;
ATJC;2026-10-10;SAB;FS;STD_2026;
URON;2026-10-10;SAB;FS;STD_2026;
WTK2;2026-10-10;SAB;FS;STD_2026;
FW4D;2026-10-10;SAB;FS;STD_2026;
NSYK;2026-10-10;SAB;FS;STD_2026;
DAJA;2026-10-10;SAB;FS;STD_2026;
FW7G;2026-10-10;SAB;FS;STD_2026;
RTNM;2026-10-10;SAB;FS;STD_2026;
M37Z;2026-10-10;SAB;FS;STD_2026;
RMNF;2026-10-10;SAB;FS;STD_2026;
FVV9;2026-10-10;SAB;FS;STD_2026;
FW1B;2026-10-10;SAB;FS;STD_2026;
FVUJ;2026-10-10;SAB;FS;STD_2026;
F8ZW;2026-10-10;SAB;FS;STD_2026;
URI2;2026-10-10;SAB;FS;STD_2026;
URSS;2026-10-10;SAB;FS;STD_2026;
FRF2;2026-10-10;SAB;FS;STD_2026;
LPZH;2026-10-10;SAB;FS;STD_2026;
FWIK;2026-10-10;SAB;FS;STD_2026;
FVVP;2026-10-10;SAB;FS;STD_2026;
NVPM;2026-10-10;SAB;FS;STD_2026;
FW8J;2026-10-10;SAB;FS;STD_2026;
AT7D;2026-10-10;SAB;FS;STD_2026;
S24Y;2026-10-10;SAB;FS;STD_2026;
NVMJ;2026-10-10;SAB;FS;STD_2026;
GMBD;2026-10-10;SAB;FS;STD_2026;
URFB;2026-10-10;SAB;FS;STD_2026;
KAZZ;2026-10-10;SAB;FS;STD_2026;
FMKI;2026-10-10;SAB;FS;STD_2026;
LDKC;2026-10-10;SAB;FS;STD_2026;
RLG3;2026-10-10;SAB;FS;STD_2026;
MGKJ;2026-10-10;SAB;FS;STD_2026;
E8FU;2026-10-10;SAB;FS;STD_2026;
MAEV;2026-10-10;SAB;FS;STD_2026;
NVR7;2026-10-10;SAB;SGP;STD_2026;
F9SG;2026-10-10;SAB;FS;STD_2026;
F8ML;2026-10-10;SAB;FS;STD_2026;
URJ1;2026-10-10;SAB;FS;STD_2026;
RT3W;2026-10-10;SAB;FS;STD_2026;
NSXY;2026-10-10;SAB;FS;STD_2026;
L1MJ;2026-10-10;SAB;SGP;STD_2026;
WUYB;2026-10-10;SAB;FS;STD_2026;
S229;2026-10-10;SAB;FS;STD_2026;
MOP3;2026-10-10;SAB;FS;STD_2026;
MABJ;2026-10-10;SAB;FS;STD_2026;
N5VI;2026-10-10;SAB;FS;STD_2026;
URFA;2026-10-10;SAB;FS;STD_2026;
LPLK;2026-10-10;SAB;FS;STD_2026;
PDSO;2026-10-10;SAB;FS;STD_2026;
EKID;2026-10-10;SAB;FS;STD_2026;
FW6C;2026-10-10;SAB;FS;STD_2026;
LMIN;2026-10-10;SAB;FS;STD_2026;
B2NK;2026-10-10;SAB;FS;STD_2026;
FW9S;2026-10-10;SAB;FS;STD_2026;
WU3X;2026-10-10;SAB;FS;STD_2026;
PD0U;2026-10-10;SAB;FS;STD_2026;
WV48;2026-10-10;SAB;FS;STD_2026;
KEFZ;2026-10-10;SAB;FS;STD_2026;
B25O;2026-10-10;SAB;FS;STD_2026;
WMFR;2026-10-10;SAB;SGP;STD_2026;
PL7B;2026-10-10;SAB;FS;STD_2026;
URP3;2026-10-10;SAB;SGP;STD_2026;
URNN;2026-10-10;SAB;FS;STD_2026;
PDBP;2026-10-10;SAB;FS;STD_2026;
PDEK;2026-10-10;SAB;FS;STD_2026;
FN3R;2026-10-10;SAB;FS;STD_2026;
URUG;2026-10-10;SAB;FS;STD_2026;
WV8V;2026-10-10;SAB;FS;STD_2026;
FVU9;2026-10-10;SAB;FS;STD_2026;
MCW5;2026-10-10;SAB;FS;STD_2026;
YR1R;2026-10-10;SAB;FS;STD_2026;
XDDH;2026-10-10;SAB;FS;STD_2026;
A1QB;2026-10-10;SAB;FS;STD_2026;
URVX;2026-10-10;SAB;FS;STD_2026;
EK5H;2026-10-11;DOM;FS;STD_2026;
UPDJ;2026-10-11;DOM;FS;STD_2026;
U4XE;2026-10-11;DOM;SGP;STD_2026;
YMOF;2026-10-11;DOM;FS;STD_2026;
NSYD;2026-10-11;DOM;FS;STD_2026;
TFBN;2026-10-11;DOM;SGP;STD_2026;
U4OB;2026-10-11;DOM;SGP;STD_2026;
CX1A;2026-10-11;DOM;SGP;STD_2026;
URPQ;2026-10-11;DOM;FS;STD_2026;
BHQ1;2026-10-11;DOM;FS;STD_2026;
U3PE;2026-10-11;DOM;SGP;STD_2026;
U3PX;2026-10-11;DOM;FS;STD_2026;
BETN;2026-10-11;DOM;FS;STD_2026;
URGU;2026-10-11;DOM;FS;STD_2026;
B5QM;2026-10-11;DOM;FS;STD_2026;
JMU9;2026-10-11;DOM;SGP;STD_2026;
BH1E;2026-10-11;DOM;FS;STD_2026;
FMB1;2026-10-11;DOM;FS;STD_2026;
CXLT;2026-10-11;DOM;SGP;STD_2026;
AJP2;2026-10-11;DOM;FS;STD_2026;
D2HS;2026-10-11;DOM;FS;STD_2026;
WVY4;2026-10-11;DOM;FS;STD_2026;
FRCF;2026-10-11;DOM;FS;STD_2026;
YT3I;2026-10-11;DOM;FS;STD_2026;
NVBN;2026-10-11;DOM;FS;STD_2026;
B1S8;2026-10-11;DOM;FS;STD_2026;
YRAJ;2026-10-11;DOM;SGP;STD_2026;
MCD1;2026-10-11;DOM;FS;STD_2026;
LNIG;2026-10-11;DOM;FS;STD_2026;
SLDR;2026-10-11;DOM;FS;STD_2026;
NSAZ;2026-10-11;DOM;FS;STD_2026;
FRD9;2026-10-11;DOM;FS;STD_2026;
MG0B;2026-10-11;DOM;FS;STD_2026;
WV8P;2026-10-11;DOM;FS;STD_2026;
M37R;2026-10-11;DOM;FS;STD_2026;
NA1Y;2026-10-11;DOM;FS;STD_2026;
FRA2;2026-10-11;DOM;FS;STD_2026;
KB1O;2026-10-11;DOM;SGP;STD_2026;
UREQ;2026-10-11;DOM;FS;STD_2026;
BTKP;2026-10-11;DOM;FS;STD_2026;
FWDE;2026-10-11;DOM;FS;STD_2026;
NS0U;2026-10-11;DOM;FS;STD_2026;
RTVS;2026-10-11;DOM;FS;STD_2026;
B1WH;2026-10-11;DOM;FS;STD_2026;
F8TR;2026-10-11;DOM;FS;STD_2026;
XDZY;2026-10-11;DOM;FS;STD_2026;
U36Q;2026-10-11;DOM;FS;STD_2026;
NA2O;2026-10-11;DOM;FS;STD_2026;
K5KA;2026-10-11;DOM;FS;STD_2026;
N7G5;2026-10-11;DOM;FS;STD_2026;
F955;2026-10-11;DOM;FS;STD_2026;
F941;2026-10-11;DOM;FS;STD_2026;
NSZD;2026-10-11;DOM;FS;STD_2026;
FW5G;2026-10-11;DOM;FS;STD_2026;
FN2K;2026-10-11;DOM;FS;STD_2026;
FWEC;2026-10-11;DOM;FS;STD_2026;
CNWT;2026-10-11;DOM;FS;STD_2026;
XBWR;2026-10-11;DOM;FS;STD_2026;
FVXU;2026-10-11;DOM;FS;STD_2026;
FW0R;2026-10-11;DOM;FS;STD_2026;
WS3M;2026-10-11;DOM;FS;STD_2026;
FW3B;2026-10-11;DOM;FS;STD_2026;
RH7F;2026-10-11;DOM;FS;STD_2026;
DAGD;2026-10-11;DOM;FS;STD_2026;
FWDG;2026-10-11;DOM;FS;STD_2026;
FW8D;2026-10-11;DOM;FS;STD_2026;
AS4D;2026-10-11;DOM;FS;STD_2026;
B0X1;2026-10-11;DOM;FS;STD_2026;
NS1R;2026-10-11;DOM;FS;STD_2026;
M37H;2026-10-11;DOM;FS;STD_2026;
F08F;2026-10-11;DOM;FS;STD_2026;
F8CK;2026-10-11;DOM;FS;STD_2026;
AS4K;2026-10-11;DOM;FS;STD_2026;
RLGX;2026-10-11;DOM;FS;STD_2026;
DAJU;2026-10-11;DOM;FS;STD_2026;
FW0F;2026-10-11;DOM;FS;STD_2026;
FW4S;2026-10-11;DOM;FS;STD_2026;
ATJC;2026-10-11;DOM;FS;STD_2026;
URON;2026-10-11;DOM;FS;STD_2026;
WTK2;2026-10-11;DOM;FS;STD_2026;
FW4D;2026-10-11;DOM;FS;STD_2026;
NSYK;2026-10-11;DOM;FS;STD_2026;
DAJA;2026-10-11;DOM;FS;STD_2026;
FW7G;2026-10-11;DOM;FS;STD_2026;
RTNM;2026-10-11;DOM;FS;STD_2026;
M37Z;2026-10-11;DOM;FS;STD_2026;
RMNF;2026-10-11;DOM;FS;STD_2026;
FVV9;2026-10-11;DOM;FS;STD_2026;
FW1B;2026-10-11;DOM;FS;STD_2026;
FVUJ;2026-10-11;DOM;FS;STD_2026;
F8ZW;2026-10-11;DOM;FS;STD_2026;
URI2;2026-10-11;DOM;FS;STD_2026;
URSS;2026-10-11;DOM;FS;STD_2026;
FRF2;2026-10-11;DOM;FS;STD_2026;
LPZH;2026-10-11;DOM;FS;STD_2026;
FWIK;2026-10-11;DOM;FS;STD_2026;
FVVP;2026-10-11;DOM;FS;STD_2026;
NVPM;2026-10-11;DOM;FS;STD_2026;
FW8J;2026-10-11;DOM;FS;STD_2026;
AT7D;2026-10-11;DOM;FS;STD_2026;
S24Y;2026-10-11;DOM;FS;STD_2026;
NVMJ;2026-10-11;DOM;FS;STD_2026;
GMBD;2026-10-11;DOM;FS;STD_2026;
URFB;2026-10-11;DOM;FS;STD_2026;
KAZZ;2026-10-11;DOM;FS;STD_2026;
FMKI;2026-10-11;DOM;FS;STD_2026;
LDKC;2026-10-11;DOM;FS;STD_2026;
RLG3;2026-10-11;DOM;FS;STD_2026;
MGKJ;2026-10-11;DOM;FS;STD_2026;
E8FU;2026-10-11;DOM;FS;STD_2026;
MAEV;2026-10-11;DOM;FS;STD_2026;
NVR7;2026-10-11;DOM;SGP;STD_2026;
F9SG;2026-10-11;DOM;FS;STD_2026;
F8ML;2026-10-11;DOM;FS;STD_2026;
URJ1;2026-10-11;DOM;FS;STD_2026;
RT3W;2026-10-11;DOM;FS;STD_2026;
NSXY;2026-10-11;DOM;FS;STD_2026;
L1MJ;2026-10-11;DOM;SGP;STD_2026;
WUYB;2026-10-11;DOM;FS;STD_2026;
S229;2026-10-11;DOM;FS;STD_2026;
MOP3;2026-10-11;DOM;FS;STD_2026;
MABJ;2026-10-11;DOM;FS;STD_2026;
N5VI;2026-10-11;DOM;FS;STD_2026;
URFA;2026-10-11;DOM;FS;STD_2026;
LPLK;2026-10-11;DOM;FS;STD_2026;
PDSO;2026-10-11;DOM;FS;STD_2026;
EKID;2026-10-11;DOM;FS;STD_2026;
FW6C;2026-10-11;DOM;FS;STD_2026;
LMIN;2026-10-11;DOM;FS;STD_2026;
B2NK;2026-10-11;DOM;FS;STD_2026;
FW9S;2026-10-11;DOM;FS;STD_2026;
WU3X;2026-10-11;DOM;FS;STD_2026;
PD0U;2026-10-11;DOM;FS;STD_2026;
WV48;2026-10-11;DOM;FS;STD_2026;
KEFZ;2026-10-11;DOM;FS;STD_2026;
B25O;2026-10-11;DOM;FS;STD_2026;
WMFR;2026-10-11;DOM;SGP;STD_2026;
PL7B;2026-10-11;DOM;FS;STD_2026;
URP3;2026-10-11;DOM;SGP;STD_2026;
URNN;2026-10-11;DOM;FS;STD_2026;
PDBP;2026-10-11;DOM;FS;STD_2026;
PDEK;2026-10-11;DOM;FS;STD_2026;
FN3R;2026-10-11;DOM;FS;STD_2026;
URUG;2026-10-11;DOM;FS;STD_2026;
WV8V;2026-10-11;DOM;FS;STD_2026;
FVU9;2026-10-11;DOM;FS;STD_2026;
MCW5;2026-10-11;DOM;FS;STD_2026;
YR1R;2026-10-11;DOM;FS;STD_2026;
XDDH;2026-10-11;DOM;FS;STD_2026;
A1QB;2026-10-11;DOM;FS;STD_2026;
URVX;2026-10-11;DOM;FS;STD_2026;
U4XE;2026-10-12;SEG;SGP;STD_2026;
TFBN;2026-10-12;SEG;SGP;STD_2026;
U4OB;2026-10-12;SEG;SGP;STD_2026;
CX1A;2026-10-12;SEG;SGP;STD_2026;
U3PE;2026-10-12;SEG;SGP;STD_2026;
JMU9;2026-10-12;SEG;SGP;STD_2026;
CXLT;2026-10-12;SEG;SGP;STD_2026;
WVY4;2026-10-12;SEG;B;STD_2026;
FRCF;2026-10-12;SEG;B;STD_2026;
YT3I;2026-10-12;SEG;B;STD_2026;
NVBN;2026-10-12;SEG;B;STD_2026;
YRAJ;2026-10-12;SEG;SGP;STD_2026;
NSAZ;2026-10-12;SEG;B;STD_2026;
FRD9;2026-10-12;SEG;B;STD_2026;
MG0B;2026-10-12;SEG;B;STD_2026;
WV8P;2026-10-12;SEG;B;STD_2026;
KB1O;2026-10-12;SEG;SGP;STD_2026;
GMBD;2026-10-12;SEG;B;STD_2026;
URFB;2026-10-12;SEG;B;STD_2026;
KAZZ;2026-10-12;SEG;B;STD_2026;
LDKC;2026-10-12;SEG;B;STD_2026;
RLG3;2026-10-12;SEG;B;STD_2026;
E8FU;2026-10-12;SEG;B;STD_2026;
MAEV;2026-10-12;SEG;B;STD_2026;
NVR7;2026-10-12;SEG;SGP;STD_2026;
F9SG;2026-10-12;SEG;B;STD_2026;
F8ML;2026-10-12;SEG;B;STD_2026;
URJ1;2026-10-12;SEG;B;STD_2026;
L1MJ;2026-10-12;SEG;SGP;STD_2026;
WUYB;2026-10-12;SEG;B;STD_2026;
MOP3;2026-10-12;SEG;B;STD_2026;
MABJ;2026-10-12;SEG;B;STD_2026;
LPLK;2026-10-12;SEG;B;STD_2026;
PDSO;2026-10-12;SEG;B;STD_2026;
EKID;2026-10-12;SEG;B;STD_2026;
B2NK;2026-10-12;SEG;B;STD_2026;
PD0U;2026-10-12;SEG;B;STD_2026;
WV48;2026-10-12;SEG;B;STD_2026;
KEFZ;2026-10-12;SEG;B;STD_2026;
B25O;2026-10-12;SEG;B;STD_2026;
WMFR;2026-10-12;SEG;SGP;STD_2026;
PL7B;2026-10-12;SEG;B;STD_2026;
URP3;2026-10-12;SEG;SGP;STD_2026;
PDBP;2026-10-12;SEG;B;STD_2026;
PDEK;2026-10-12;SEG;B;STD_2026;
URUG;2026-10-12;SEG;B;STD_2026;
WV8V;2026-10-12;SEG;B;STD_2026;
FVU9;2026-10-12;SEG;B;STD_2026;
MCW5;2026-10-12;SEG;B;STD_2026;
YR1R;2026-10-12;SEG;B;STD_2026;
XDDH;2026-10-12;SEG;B;STD_2026;
A1QB;2026-10-12;SEG;B;STD_2026;
URVX;2026-10-12;SEG;B;STD_2026;
U4XE;2026-10-13;TER;SGP;STD_2026;
TFBN;2026-10-13;TER;SGP;STD_2026;
U4OB;2026-10-13;TER;SGP;STD_2026;
CX1A;2026-10-13;TER;SGP;STD_2026;
U3PE;2026-10-13;TER;SGP;STD_2026;
JMU9;2026-10-13;TER;SGP;STD_2026;
CXLT;2026-10-13;TER;SGP;STD_2026;
WVY4;2026-10-13;TER;B;STD_2026;
FRCF;2026-10-13;TER;B;STD_2026;
YT3I;2026-10-13;TER;B;STD_2026;
NVBN;2026-10-13;TER;B;STD_2026;
YRAJ;2026-10-13;TER;SGP;STD_2026;
NSAZ;2026-10-13;TER;B;STD_2026;
